soa11_name,soa11_code,lgd14_name,lgd14_code,Civic Assets score,Civic Assets rank,Connectedness score,Connectedness rank,Engaged Community score,Engaged Community rank,Community Needs Index score,Community Needs Index rank,Left Behind Area?
Massereene_1,95AA11S1,Antrim and Newtownabbey,N09000001,-0.4616203308105469,630,33.69337844848633,474,10.276618957519531,848,23.261940002441406,854,FALSE
Massereene_2,95AA11S2,Antrim and Newtownabbey,N09000001,-0.04711151123046875,487,11.091111183166504,766,13.925893783569336,818,19.04352569580078,877,FALSE
Parkgate,95AA12W1,Antrim and Newtownabbey,N09000001,0.9868046045303345,81,6.4987406730651855,830,40.035057067871094,404,72.05780029296875,321,FALSE
Randalstown_1,95AA13S1,Antrim and Newtownabbey,N09000001,-0.1124432235956192,512,25.31144142150879,564,42.01338195800781,383,41.963661193847656,673,FALSE
Randalstown_2,95AA13S2,Antrim and Newtownabbey,N09000001,0.5219810605049133,253,53.8375244140625,293,15.127614974975586,803,55.673484802246094,499,FALSE
Shilvodan,95AA14W1,Antrim and Newtownabbey,N09000001,1.3157167434692383,27,4.05574369430542,863,48.8145751953125,312,97.39909362792969,129,FALSE
Springfarm_1,95AA15S1,Antrim and Newtownabbey,N09000001,0.11274632811546326,421,17.43209457397461,670,54.057945251464844,264,50.74870300292969,556,FALSE
Springfarm_2,95AA15S2,Antrim and Newtownabbey,N09000001,-0.18137438595294952,541,35.060001373291016,463,40.578453063964844,397,44.3635139465332,635,FALSE
Steeple,95AA16W1,Antrim and Newtownabbey,N09000001,0.010208576917648315,459,122.45799255371094,23,22.55303955078125,694,96.29157257080078,136,FALSE
Stiles,95AA17W1,Antrim and Newtownabbey,N09000001,-0.40413057804107666,618,50.07069778442383,331,36.82246017456055,451,46.01074981689453,604,FALSE
Templepatrick,95AA18W1,Antrim and Newtownabbey,N09000001,0.8851712346076965,105,8.043920516967773,810,18.75080108642578,751,53.27778625488281,526,FALSE
Toome,95AA19W1,Antrim and Newtownabbey,N09000001,1.1951147317886353,39,11.107035636901855,765,28.559249877929688,577,79.98461151123047,244,FALSE
Ballygowan_1,95BB01S1,Ards and North Down,N09000011,0.7233258485794067,170,37.32251739501953,442,9.027036666870117,858,53.68168640136719,524,FALSE
Ballygowan_2,95BB01S2,Ards and North Down,N09000011,1.1847517490386963,42,47.74891662597656,348,28.427324295043945,584,96.10395812988281,137,FALSE
Ballyrainey,95BB02W1,Ards and North Down,N09000011,-0.2682805359363556,576,71.67435455322266,160,11.510852813720703,839,49.53605651855469,574,FALSE
Ballywalter_1,95BB03S1,Ards and North Down,N09000011,1.0099551677703857,75,53.99402618408203,291,28.743288040161133,573,89.3243637084961,176,FALSE
Ballywalter_2,95BB03S2,Ards and North Down,N09000011,0.79022616147995,145,34.97061538696289,466,21.892175674438477,705,60.375240325927734,449,FALSE
Bradshaw's_Brae_1,95BB04S1,Ards and North Down,N09000011,-1.084590196609497,812,59.910675048828125,235,3.5926084518432617,883,32.220394134521484,779,FALSE
Bradshaw's_Brae_2,95BB04S2,Ards and North Down,N09000011,0.03181813657283783,449,33.27323532104492,478,23.964702606201172,662,36.32416534423828,730,FALSE
Carrowdore_1,95BB05S1,Ards and North Down,N09000011,0.594762921333313,222,33.068443298339844,480,12.010847091674805,836,46.59964370727539,599,FALSE
Carrowdore_2,95BB05S2,Ards and North Down,N09000011,0.43575116991996765,292,34.81951904296875,467,7.935989856719971,867,40.34049606323242,688,FALSE
Central_(Ards_LGD),95BB06W1,Ards and North Down,N09000011,-0.8316560387611389,757,107.74493408203125,44,2.819343090057373,888,68.24738311767578,362,FALSE
Comber_East_1,95BB07S1,Ards and North Down,N09000011,0.5044773817062378,260,128.24098205566406,17,4.148347854614258,881,108.06932830810547,88,FALSE
Comber_East_2,95BB07S2,Ards and North Down,N09000011,0.774957537651062,153,71.388824462890625,163,28.668445587158203,575,87.05621337890625,190,FALSE
Comber_North_1,95BB08S1,Ards and North Down,N09000011,0.5439558029174805,247,131.18154907226562,14,56.28881072998047,246,140.48414611816406,20,FALSE
Comber_North_2,95BB08S2,Ards and North Down,N09000011,0.6787314414978027,192,53.794795989990234,294,66.20426177978516,167,96.6479263305664,135,FALSE
Comber_West_1,95BB09S1,Ards and North Down,N09000011,0.44045013189315796,290,67.4443130493164,182,35.922401428222656,462,75.610382080078125,290,FALSE
Comber_West_2,95BB09S2,Ards and North Down,N09000011,0.3442612290382385,332,56.5208740234375,260,62.75714874267578,197,83.70124816894531,218,FALSE
Donaghadee_North_1,95BB10S1,Ards and North Down,N09000011,0.663918137550354,198,135.1473846435547,10,6.803548336029053,871,121.02259826660156,51,FALSE
Donaghadee_North_2,95BB10S2,Ards and North Down,N09000011,0.7078397870063782,178,25.9462947845459,558,28.823884963989258,570,56.70195007324219,488,FALSE
Donaghadee_South_1,95BB11S1,Ards and North Down,N09000011,0.7405016422271729,163,64.33661651611328,204,57.92219924926758,229,101.36798858642578,109,FALSE
Donaghadee_South_2,95BB11S2,Ards and North Down,N09000011,0.7292079329490662,167,109.38507080078125,42,47.68119812011719,327,125.27810668945313,37,FALSE
Glen_1,95BB12S1,Ards and North Down,N09000011,-0.6035379767417908,664,130.8358154296875,15,30.448463439941406,547,99.5832748413086,119,FALSE
Glen_2,95BB12S2,Ards and North Down,N09000011,-0.03255113959312439,480,44.25557327270508,372,12.691327095031738,830,35.319252014160156,748,FALSE
Gregstown_1,95BB13S1,Ards and North Down,N09000011,-0.009965375065803528,468,70.22386169433594,169,27.303197860717773,605,60.44270324707031,448,FALSE
Gregstown_2,95BB13S2,Ards and North Down,N09000011,-0.3735632598400116,612,123.44989013671875,21,32.09782409667969,519,97.78058624267578,127,FALSE
Gregstown_3,95BB13S3,Ards and North Down,N09000011,0.03217385709285736,447,94.44065856933594,72,42.628204345703125,374,90.147369384765625,168,FALSE
Killinchy_1,95BB14S1,Ards and North Down,N09000011,1.0324593782424927,68,9.642219543457031,784,18.15302085876465,759,62.644630432128906,423,FALSE
Killinchy_2,95BB14S2,Ards and North Down,N09000011,1.0144362449645996,73,16.27297592163086,689,17.299514770507812,773,63.74102020263672,410,FALSE
Kircubbin_1,95BB15S1,Ards and North Down,N09000011,0.7821699380874634,150,55.33977127075195,274,25.929794311523437,627,74.15885162353516,305,FALSE
Kircubbin_2,95BB15S2,Ards and North Down,N09000011,0.7684551477432251,156,45.28062438964844,366,20.74844741821289,726,63.55515670776367,413,FALSE
Lisbane_1,95BB16S1,Ards and North Down,N09000011,0.5477043390274048,244,24.242156982421875,583,48.219635009765625,317,61.97314453125,433,FALSE
Lisbane_2,95BB16S2,Ards and North Down,N09000011,0.6496632099151611,204,27.868444442749023,539,93.94519805908203,49,106.84965515136719,92,FALSE
Loughries_1,95BB17S1,Ards and North Down,N09000011,0.7803919315338135,151,100.37678527832031,55,45.503509521484375,346,121.11531829833984,50,FALSE
Loughries_2,95BB17S2,Ards and North Down,N09000011,0.6544137597084045,200,63.53354263305664,210,35.23112487792969,472,80.18968963623047,243,FALSE
Millisle_1,95BB18S1,Ards and North Down,N09000011,0.84406977891922,121,66.31398010253906,190,15.800844192504883,792,81.487060546875,233,FALSE
Millisle_2,95BB18S2,Ards and North Down,N09000011,0.8227940201759338,126,30.995405197143555,503,36.254512786865234,459,71.337310791015625,330,FALSE
Movilla_1,95BB19S1,Ards and North Down,N09000011,-0.2798914909362793,580,60.3272590637207,231,22.996614456176758,685,45.97855758666992,606,FALSE
Movilla_2,95BB19S2,Ards and North Down,N09000011,1.1185297966003418,57,66.39733123779297,188,79.86064147949219,94,143.8840789794922,17,FALSE
Movilla_3,95BB19S3,Ards and North Down,N09000011,0.23771151900291443,373,76.20706939697266,143,67.218597412109375,159,98.77081298828125,123,FALSE
Portaferry_1,95BB20S1,Ards and North Down,N09000011,0.4458337724208832,288,42.600990295410156,391,23.423255920410156,675,50.310367584228516,566,FALSE
Portaferry_2,95BB20S2,Ards and North Down,N09000011,0.3733205199241638,323,97.44146728515625,59,19.491500854492188,743,85.88147735595703,199,FALSE
Portavogie_1,95BB21S1,Ards and North Down,N09000011,1.9169329404830933,1,44.854331970214844,370,96.30531311035156,41,185.60202026367188,2,FALSE
Portavogie_2,95BB21S2,Ards and North Down,N09000011,1.300297498703003,28,38.29454040527344,429,66.89771270751953,163,126.8384780883789,35,FALSE
Scrabo_1,95BB22S1,Ards and North Down,N09000011,1.0228351354599,72,39.331504821777344,421,34.424503326416016,484,85.70787811279297,201,FALSE
Scrabo_2,95BB22S2,Ards and North Down,N09000011,0.19507691264152527,391,89.57722473144531,91,21.363161087036133,713,73.85578155517578,309,FALSE
Whitespots_1,95BB23S1,Ards and North Down,N09000011,-0.19461806118488312,546,112.23600006103516,35,64.185791015625,180,115.43628692626953,64,FALSE
Whitespots_2,95BB23S2,Ards and North Down,N09000011,0.27958613634109497,350,91.60445404052734,84,16.493000030517578,786,75.76255798339844,288,FALSE
Abbey_Park,95CC01W1,"Armagh City, Banbridge and Craigavon",N09000002,-0.8131674528121948,750,24.406837463378906,578,19.854633331298828,739,17.96425437927246,881,FALSE
Ballymartrim,95CC02W1,"Armagh City, Banbridge and Craigavon",N09000002,0.32637283205986023,334,9.7982025146484375,780,40.502952575683594,399,43.28482437133789,653,FALSE
Callan_Bridge,95CC03W1,"Armagh City, Banbridge and Craigavon",N09000002,-1.212287425994873,839,55.977779388427734,263,17.46004867553711,771,32.074920654296875,782,FALSE
Carrigatuke,95CC04W1,"Armagh City, Banbridge and Craigavon",N09000002,0.2829117178916931,348,12.666215896606445,736,29.541030883789063,559,36.10265350341797,736,FALSE
Charlemont,95CC05W1,"Armagh City, Banbridge and Craigavon",N09000002,0.577300488948822,233,11.666473388671875,753,42.24298095703125,379,53.21113967895508,527,FALSE
Demesne_1,95CC06S1,"Armagh City, Banbridge and Craigavon",N09000002,-0.9852640628814697,795,16.86057472229004,679,32.51898193359375,513,21.25213050842285,865,FALSE
Demesne_2,95CC06S2,"Armagh City, Banbridge and Craigavon",N09000002,-0.725099503993988,711,45.549495697021484,364,37.56566619873047,441,41.22062683105469,679,FALSE
Derrynoose,95CC07W1,"Armagh City, Banbridge and Craigavon",N09000002,0.6406670212745667,208,7.3523101806640625,823,84.4726333618164,80,87.22089385986328,189,FALSE
Downs,95CC08W1,"Armagh City, Banbridge and Craigavon",N09000002,-0.7458376884460449,720,39.38581085205078,420,26.84383773803711,618,30.126529693603516,806,FALSE
Hamiltonsbawn_1,95CC09S1,"Armagh City, Banbridge and Craigavon",N09000002,0.24121339619159698,371,8.39566707611084,806,27.100826263427734,610,30.63990592956543,800,FALSE
Hamiltonsbawn_2,95CC09S2,"Armagh City, Banbridge and Craigavon",N09000002,1.0918757915496826,60,16.519121170043945,683,34.725433349609375,481,78.5455093383789,256,FALSE
Hockley,95CC10W1,"Armagh City, Banbridge and Craigavon",N09000002,0.37308669090270996,324,9.107645034790039,794,23.654109954833984,668,31.948158264160156,783,FALSE
Keady,95CC11W1,"Armagh City, Banbridge and Craigavon",N09000002,0.5209958553314209,254,52.584938049316406,304,37.88855743408203,436,68.56205749511719,356,FALSE
Killeen,95CC12W1,"Armagh City, Banbridge and Craigavon",N09000002,0.0034743547439575195,461,3.624833583831787,871,35.169498443603516,474,29.697467803955078,814,FALSE
Killylea,95CC13W1,"Armagh City, Banbridge and Craigavon",N09000002,0.3806006610393524,319,9.309355735778809,791,18.00146484375,762,29.396770477294922,818,FALSE
Laurelvale,95CC14W1,"Armagh City, Banbridge and Craigavon",N09000002,1.2364917993545532,35,21.504322052001953,612,57.92344665527344,228,107.6947021484375,90,FALSE
Loughgall,95CC15W1,"Armagh City, Banbridge and Craigavon",N09000002,0.2875702977180481,345,9.70615291595459,783,25.201820373535156,640,31.834030151367188,785,FALSE
Markethill,95CC16W1,"Armagh City, Banbridge and Craigavon",N09000002,0.36692386865615845,325,19.90390396118164,640,24.11158561706543,659,37.07251739501953,721,FALSE
Milford,95CC17W1,"Armagh City, Banbridge and Craigavon",N09000002,0.19804036617279053,389,5.194167137145996,846,40.357688903808594,401,37.923583984375,715,FALSE
Observatory,95CC18W1,"Armagh City, Banbridge and Craigavon",N09000002,-1.1541790962219238,828,23.46847152709961,592,17.35327911376953,772,14.187623977661133,888,FALSE
Poyntz_Pass,95CC19W1,"Armagh City, Banbridge and Craigavon",N09000002,0.807772696018219,133,14.73760986328125,709,26.004833221435547,624,55.50764083862305,502,FALSE
Rich_Hill_1,95CC20S1,"Armagh City, Banbridge and Craigavon",N09000002,1.1031543016433716,59,30.420225143432617,509,25.63983154296875,636,79.2131118774414,251,FALSE
Rich_Hill_2,95CC20S2,"Armagh City, Banbridge and Craigavon",N09000002,0.9357554912567139,91,29.344655990600586,517,52.1480712890625,281,88.4810791015625,180,FALSE
Tandragee,95CC21W1,"Armagh City, Banbridge and Craigavon",N09000002,0.6407645344734192,207,23.65522575378418,590,28.811616897583008,572,52.07503128051758,535,FALSE
The_Mall,95CC22W1,"Armagh City, Banbridge and Craigavon",N09000002,-1.5378998517990112,866,55.95724105834961,265,27.290719985961914,606,36.64126205444336,727,FALSE
Academy,95DD01W1,Mid and East Antrim,N09000008,-0.6362476944923401,678,36.162261962890625,449,47.97392272949219,321,44.697227478027344,629,FALSE
Ahoghill_1,95DD02S1,Mid and East Antrim,N09000008,1.039241075515747,65,43.237159729003906,383,63.40595245361328,187,110.96064758300781,75,FALSE
Ahoghill_2,95DD02S2,Mid and East Antrim,N09000008,0.895662248134613,100,8.403776168823242,805,53.78691101074219,268,77.56127166748047,271,FALSE
Ardeevin,95DD03W1,Mid and East Antrim,N09000008,-0.19089141488075256,544,28.70634651184082,529,88.61678314208984,62,80.90447235107422,237,FALSE
Ballee,95DD04W1,Mid and East Antrim,N09000008,-0.6037163138389587,665,92.60270690917969,78,10.589138984680176,844,61.21401596069336,439,FALSE
Ballykeel,95DD05W1,Mid and East Antrim,N09000008,-0.7637271285057068,730,77.89556884765625,139,50.53898620605469,295,70.7090835571289,338,FALSE
Ballyloughan,95DD06W1,Mid and East Antrim,N09000008,-0.03479374200105667,481,20.205020904541016,636,58.57727813720703,224,52.55393600463867,532,FALSE
Broughshane_1,95DD07S1,Mid and East Antrim,N09000008,-0.7414965033531189,718,35.9745979309082,453,9.546276092529297,855,21.133724212646484,867,FALSE
Broughshane_2,95DD07S2,Mid and East Antrim,N09000008,0.4645416736602783,281,39.395137786865234,419,27.06643295288086,612,51.52269744873047,545,FALSE
Castle_Demesne,95DD08W1,Mid and East Antrim,N09000008,-1.4287583827972412,858,80.19182586669922,123,5.837873935699463,875,45.17451858520508,621,FALSE
Craigywarren,95DD09W1,Mid and East Antrim,N09000008,-0.27069932222366333,578,9.580231666564941,787,18.291549682617188,755,16.38612937927246,883,FALSE
Cullybackey,95DD10W1,Mid and East Antrim,N09000008,1.0318670272827148,69,46.204750061035156,361,21.170974731445312,718,81.09154510498047,234,FALSE
Dunclug,95DD11W1,Mid and East Antrim,N09000008,-0.6119459271430969,668,84.19700622558594,110,44.14936065673828,357,73.42589569091797,312,FALSE
Dunminning,95DD12W1,Mid and East Antrim,N09000008,1.3198927640914917,25,10.157971382141113,776,53.96226501464844,265,104.68755340576172,102,FALSE
Fair_Green,95DD13W1,Mid and East Antrim,N09000008,-1.0994486808776855,817,78.0444107055664,137,8.019844055175781,864,44.28295135498047,637,FALSE
Galgorm_1,95DD14S1,Mid and East Antrim,N09000008,0.01630764827132225,455,22.173002243041992,606,16.5145320892334,784,26.841453552246094,832,FALSE
Galgorm_2,95DD14S2,Mid and East Antrim,N09000008,0.20931240916252136,386,11.985824584960938,747,23.112075805664063,681,28.986854553222656,821,FALSE
Glenravel,95DD15W1,Mid and East Antrim,N09000008,0.6262401938438416,214,9.610401153564453,785,19.533611297607422,742,38.99254608154297,698,FALSE
Glenwhirry,95DD16W1,Mid and East Antrim,N09000008,0.20364192128181458,388,7.196805000305176,826,46.05503845214844,339,42.27894592285156,669,FALSE
Grange,95DD17W1,Mid and East Antrim,N09000008,1.368497371673584,17,7.51640510559082,818,92.3106460571289,56,141.9828338623047,19,FALSE
Harryville,95DD18W1,Mid and East Antrim,N09000008,-0.7196694016456604,710,52.58399963378906,305,8.338526725769043,860,30.09827995300293,807,FALSE
Kells_1,95DD19S1,Mid and East Antrim,N09000008,1.1702344417572021,44,37.36259841918945,441,42.330509185791016,378,99.72541809082031,116,FALSE
Kells_2,95DD19S2,Mid and East Antrim,N09000008,0.6071450710296631,219,21.30307388305664,616,58.42666244506836,226,70.588470458984375,339,FALSE
Moat,95DD20W1,Mid and East Antrim,N09000008,-0.4129392206668854,621,116.62997436523437,31,23.54900360107422,671,85.335052490234375,207,FALSE
Park,95DD21W1,Mid and East Antrim,N09000008,-0.9807606935501099,793,53.62940216064453,295,14.578997611999512,809,29.71982192993164,813,FALSE
Portglenone_1,95DD22S1,Mid and East Antrim,N09000008,0.5882615447044373,225,31.90349578857422,494,10.578675270080566,845,45.414710998535156,616,FALSE
Portglenone_2,95DD22S2,Mid and East Antrim,N09000008,0.9267778992652893,95,15.931756973266602,693,16.827621459960938,780,58.03582763671875,476,FALSE
Slemish,95DD23W1,Mid and East Antrim,N09000008,0.5880717635154724,226,7.50888729095459,820,23.017738342285156,684,38.649993896484375,704,FALSE
Summerfield,95DD24W1,Mid and East Antrim,N09000008,-0.4699539542198181,634,34.97440719604492,465,21.105714797973633,721,27.231201171875,830,FALSE
Ballyhoe_and_Corkey,95EE01W1,Causeway Coast and Glens,N09000004,1.3355664014816284,20,11.385257720947266,760,42.20147705078125,380,100.61516571044922,111,FALSE
Benvardin,95EE02W1,Causeway Coast and Glens,N09000004,0.9239519834518433,96,36.16671371459961,448,36.3707160949707,457,79.74066925048828,246,FALSE
Carnany,95EE03W1,Causeway Coast and Glens,N09000004,-0.3362719714641571,599,47.79063034057617,347,41.4625358581543,389,48.98088455200195,583,FALSE
Clogh_Mills,95EE04W1,Causeway Coast and Glens,N09000004,0.9593818187713623,86,22.437923431396484,603,29.067726135253906,567,70.4502944946289,340,FALSE
Dervock,95EE05W1,Causeway Coast and Glens,N09000004,-0.06945108622312546,495,30.320356369018555,510,27.984519958496094,595,35.08478546142578,750,FALSE
Dunloy,95EE06W1,Causeway Coast and Glens,N09000004,1.377241849899292,15,25.206907272338867,566,43.657379150390625,365,112.2796859741211,71,FALSE
Fairhill,95EE07W1,Causeway Coast and Glens,N09000004,-0.5490274429321289,649,50.69218444824219,321,22.99359703063965,686,36.1231689453125,735,FALSE
Glebe,95EE08W1,Causeway Coast and Glens,N09000004,-0.48501870036125183,635,56.527069091796875,259,27.26168441772461,608,44.10736083984375,639,FALSE
Killoquin_Lower,95EE09W1,Causeway Coast and Glens,N09000004,0.9229934811592102,97,24.65955352783203,573,33.854312896728516,493,72.27718353271484,319,FALSE
Killoquin_Upper,95EE10W1,Causeway Coast and Glens,N09000004,1.0308823585510254,70,20.442142486572266,631,25.871564865112305,630,71.20515441894531,332,FALSE
Knockaholet,95EE11W1,Causeway Coast and Glens,N09000004,0.6280490159988403,213,19.63957977294922,645,16.4732608795166,788,42.18191146850586,670,FALSE
Newhill,95EE12W1,Causeway Coast and Glens,N09000004,0.2738000452518463,354,80.5492172241211,121,56.79607009887695,239,94.60801696777344,145,FALSE
Route,95EE13W1,Causeway Coast and Glens,N09000004,-0.7914549708366394,745,59.35379409790039,242,15.936269760131836,790,36.05550003051758,737,FALSE
Seacon,95EE14W1,Causeway Coast and Glens,N09000004,0.4994840919971466,261,24.417869567871094,576,63.06707763671875,191,71.923583984375,325,FALSE
Stranocum,95EE15W1,Causeway Coast and Glens,N09000004,0.618881344795227,216,19.51340103149414,646,36.06135177612305,460,54.00273895263672,520,FALSE
The_Vow,95EE16W1,Causeway Coast and Glens,N09000004,1.0363355875015259,67,11.769355773925781,751,52.777488708496094,277,86.5501708984375,194,FALSE
Ballydown_1,95FF01S1,"Armagh City, Banbridge and Craigavon",N09000002,-0.07929970324039459,498,62.324195861816406,222,45.23375701904297,350,65.39824676513672,392,FALSE
Ballydown_2,95FF01S2,"Armagh City, Banbridge and Craigavon",N09000002,-0.374593049287796,613,9.577372550964355,788,26.888267517089844,616,19.636581420898438,873,FALSE
Ballyward,95FF02W1,"Newry, Mourne and Down",N09000010,0.7919290661811829,144,2.2820565700531006,882,21.509445190429688,711,45.90126037597656,610,FALSE
Banbridge_West,95FF03W1,"Armagh City, Banbridge and Craigavon",N09000002,-0.2636341154575348,572,42.09834289550781,401,56.36500549316406,244,57.154258728027344,483,FALSE
Bannside,95FF04W1,"Armagh City, Banbridge and Craigavon",N09000002,0.636533260345459,210,7.47867488861084,821,28.966625213623047,568,44.43458938598633,633,FALSE
Dromore_North,95FF05W1,"Armagh City, Banbridge and Craigavon",N09000002,0.7463734149932861,160,56.870513916015625,255,16.750497817993164,782,69.35432434082031,350,FALSE
Dromore_South_1,95FF06S1,"Armagh City, Banbridge and Craigavon",N09000002,0.607412576675415,218,37.431549072265625,440,47.96114730834961,323,70.3713150024414,342,FALSE
Dromore_South_2,95FF06S2,"Armagh City, Banbridge and Craigavon",N09000002,0.5190978646278381,256,15.088153839111328,706,51.2201042175293,288,58.714759826660156,468,FALSE
Edenderry,95FF07W1,"Armagh City, Banbridge and Craigavon",N09000002,-0.30583733320236206,587,43.691932678222656,379,17.064985275268555,777,31.862892150878906,784,FALSE
Fort,95FF08W1,"Armagh City, Banbridge and Craigavon",N09000002,-0.8306662440299988,756,45.073482513427734,368,23.269290924072266,680,29.81666374206543,812,FALSE
Gilford,95FF09W1,"Armagh City, Banbridge and Craigavon",N09000002,0.8333554267883301,124,42.76706314086914,389,17.611621856689453,767,65.8497543334961,384,FALSE
Gransha,95FF10W1,"Armagh City, Banbridge and Craigavon",N09000002,0.8544057607650757,115,5.378815650939941,844,78.7351303100586,100,94.804229736328125,143,FALSE
Katesbridge,95FF11W1,"Armagh City, Banbridge and Craigavon",N09000002,1.3344757556915283,21,3.9255166053771973,866,28.108173370361328,591,86.98039245605469,191,FALSE
Lawrencetown,95FF12W1,"Armagh City, Banbridge and Craigavon",N09000002,-0.4104123115539551,620,12.177648544311523,745,18.51419448852539,753,16.105262756347656,884,FALSE
Loughbrickland,95FF13W1,"Armagh City, Banbridge and Craigavon",N09000002,0.5615703463554382,239,12.19940185546875,744,22.618297576904297,693,39.3309211730957,695,FALSE
Quilly,95FF14W1,"Armagh City, Banbridge and Craigavon",N09000002,0.8311668634414673,125,3.3411338329315186,874,33.29845428466797,499,57.12263107299805,484,FALSE
Rathfriland,95FF15W1,"Armagh City, Banbridge and Craigavon",N09000002,0.8922643661499023,102,27.612226486206055,542,16.495880126953125,785,61.97115707397461,434,FALSE
Seapatrick,95FF16W1,"Armagh City, Banbridge and Craigavon",N09000002,-0.5858050584793091,660,35.84392166137695,455,39.99539566040039,406,39.760467529296875,693,FALSE
The_Cut,95FF17W1,"Armagh City, Banbridge and Craigavon",N09000002,-1.1314761638641357,825,85.17765045166016,105,15.701702117919922,797,51.512454986572266,546,FALSE
Andersonstown_1,95GG01S1,Belfast,N09000003,-0.8486036062240601,760,57.220130920410156,253,93.22532653808594,53,92.85553741455078,154,FALSE
Andersonstown_2,95GG01S2,Belfast,N09000003,-1.3682358264923096,853,96.08056640625,63,82.525634765625,89,109.25566864013672,81,FALSE
Andersonstown_3,95GG01S3,Belfast,N09000003,-0.756333589553833,726,62.822120666503906,218,109.29914855957031,20,113.97164916992187,67,FALSE
Ardoyne_1,95GG02S1,Belfast,N09000003,-1.4580650329589844,861,85.35456848144531,104,52.67124938964844,278,74.40644836425781,300,FALSE
Ardoyne_2,95GG02S2,Belfast,N09000003,-1.160548210144043,830,131.89181518554687,12,71.40509033203125,138,127.7907485961914,34,TRUE
Ardoyne_3,95GG02S3,Belfast,N09000003,-1.7561092376708984,878,149.7933349609375,2,50.84246063232422,293,123.47335815429687,43,TRUE
Ballyhackamore_1,95GG03S1,Belfast,N09000003,-0.8654524683952332,767,39.55238342285156,418,72.98516845703125,126,63.899532318115234,407,FALSE
Ballyhackamore_2,95GG03S2,Belfast,N09000003,-1.3278872966766357,849,39.12645721435547,423,50.89554977416992,291,43.11589813232422,657,FALSE
Ballyhackamore_3,95GG03S3,Belfast,N09000003,-1.110597014427185,822,57.710594177246094,250,28.737476348876953,574,40.33808517456055,689,FALSE
Ballymacarrett_1,95GG04S1,Belfast,N09000003,-0.8887662887573242,769,119.9983139038086,25,28.531810760498047,578,87.443603515625,188,FALSE
Ballymacarrett_2,95GG04S2,Belfast,N09000003,-1.1235195398330688,824,147.58926391601562,3,22.293556213378906,697,103.70790100097656,103,FALSE
Ballymacarrett_3,95GG04S3,Belfast,N09000003,-1.094828486442566,814,133.0198211669922,11,17.82427406311035,766,91.24419403076172,161,FALSE
Ballynafeigh_1,95GG05S1,Belfast,N09000003,-1.2139806747436523,840,85.08514404296875,106,27.354225158691406,603,57.22335433959961,481,FALSE
Ballynafeigh_2,95GG05S2,Belfast,N09000003,-0.894844651222229,775,49.43034362792969,336,25.32177734375,639,32.691917419433594,774,FALSE
Ballynafeigh_3,95GG05S3,Belfast,N09000003,-1.042503833770752,805,53.53361511230469,297,25.827499389648438,633,34.788448333740234,753,FALSE
Ballysillan_1,95GG06S1,Belfast,N09000003,-0.7033524513244629,701,81.80950927734375,117,71.559112548828125,136,92.17451477050781,156,FALSE
Ballysillan_2,95GG06S2,Belfast,N09000003,-0.9924418926239014,797,85.05058288574219,107,60.063812255859375,218,80.92560577392578,235,FALSE
